StartDate,EndDate,ResponseId,Q4,Q5,Q5_24_TEXT,Q7,Q51,Q9,Q10,Q37,Q38,Q39,Q42,Q42_15_TEXT,Q31,Q44,Q46,Q48,Q23,Q24,Q25
2023-09-15 13:23:27,2023-09-15 13:25:56,R_2AEFXztABr6mJJq,Yes,"Drawing,Graphic design ,Designer ",,Yes,Yes,Text-to-image models,No,Disagree,Agree,Neutral,A portion of any profit made From the model creators,,,Agree,Disagree,Strongly agree,18 - 29,No,Male
2023-09-15 13:22:43,2023-09-15 13:25:57,R_1I48KRlUzcpiJEs,Yes,"Paint,Drawing,Tattoo,Textile ,Cinematography ,Sculpture ,Craft,Maker",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models",Yes,Agree,Strongly agree,Agree,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made",,,Agree,Strongly agree,Agree,30-49,Yes,Male
2023-09-15 13:22:13,2023-09-15 13:27:24,R_2v65qfCGMkYP1A1,Yes,Music,,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Strongly disagree,Neutral,Strongly disagree,A portion of any profit made,,,Strongly agree,Disagree,Agree,30-49,No,Non-binary
2023-09-15 13:25:19,2023-09-15 13:27:38,R_2axe60WLjVVHs4g,Somewhat,Graphic design,,Yes,No,AI art generally,No,Neutral,Agree,Neutral,I don't need to profit,,,Strongly agree,Agree,Agree,18 - 29,No,Male
2023-09-15 13:25:33,2023-09-15 13:27:42,R_1gGzMx80nDaH7if,Somewhat,"Drawing,Graphic design ,Illustration ,Designer ,Writing ,Music ",,Yes,Prefer not to respond,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Disagree,Disagree,Agree,I would not feel comfortable with any of the options listed above,,,Strongly disagree,Disagree,Disagree,30-49,No,Male
2023-09-15 13:22:24,2023-09-15 13:27:53,R_2zMD8jnKGczlpzw,Yes,"Photography,Paint,Drawing,Tattoo,Writing ,Music ",,Yes,No,AI art generally,Yes,Strongly disagree,Strongly agree,Strongly disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art",,,Disagree,Strongly agree,Strongly disagree,18 - 29,No,Male
2023-09-15 13:25:34,2023-09-15 13:29:00,R_9WQC824Brtcbxkt,Somewhat,"Photography,Paint,Drawing,Craft,Performance ",,Yes,No,AI art generally,No,Neutral,Neutral,Neutral,A flat fee,,,Strongly agree,Disagree,Strongly agree,65 or older,No,Male
2023-09-15 13:27:13,2023-09-15 13:31:53,R_78qrfh9VZQup3FL,Somewhat,"Photography,Drawing,Writing ",,Yes,No,AI art generally,No,Disagree,Disagree,Disagree,"A portion of any profit made,A portion of any profit from people who profit from derivative works made using the model,A flat fee",,,Strongly agree,Disagree,Strongly agree,30-49,No,Male
2023-09-15 13:28:41,2023-09-15 13:37:59,R_24HQ2R3E0HHsmrH,Somewhat,"Paint,Drawing,Craft",,No,No,None of the above,No,Agree,Neutral,Neutral,A portion of any profit made From the model creators,,,Neutral,Agree,Disagree,50-64,No,Male
2023-09-15 13:23:09,2023-09-15 13:38:00,R_1QlTv5xmZCIr6to,Yes,"Drawing,Graphic design ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Strongly agree,Strongly disagree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,These taxes should financially support the affected artists (e.g. welfare).,Strongly agree,Strongly agree,Strongly agree,18 - 29,No,Male
2023-09-15 14:41:15,2023-09-15 14:50:58,R_1fZp5U2Nw39DaD0,Somewhat,"Photography,Not an artist, but I am an art enthusiast  ",,Yes,No,"AI art generally,Large Language Models",No,Disagree,Disagree,Agree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Agree,Neutral,Neutral,65 or older,No,Male
2023-09-16 7:10:14,2023-09-16 7:18:07,R_22Quiylii3QIBQM,Somewhat,"Paint,Drawing,Craft,Music ",,No,No,AI art generally,No,Strongly agree,Disagree,Disagree,A portion of any profit from people who profit from derivative works made using the model,,,Agree,Strongly disagree,Strongly agree,50-64,No,Male
2023-09-16 14:19:45,2023-09-16 14:26:42,R_3KQ18gEsd3g1GJU,Somewhat,Writing,,I’m not sure,No,"AI art generally,Large Language Models,Text-to-image models",No,Disagree,Agree,Disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Strongly disagree,Agree,65 or older,No,Non-binary
2023-09-16 18:34:19,2023-09-16 18:38:31,R_Dl8Y4br8QagynqF,Somewhat,"Photography,Drawing,Craft,Writing ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",Yes,Neutral,Neutral,Neutral,"A portion of any profit made,A flat fee from the model creators, for the use of my artwork as training data,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,Programs and foundations to train and support burgeoning artists.,Agree,Neutral,Neutral,30-49,No,Non-binary
2023-09-16 18:40:35,2023-09-16 18:43:29,R_2So9aWIR1Rnbu9r,Yes,"Photography,Paint,Drawing,Graphic design ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Agree,Agree,Strongly agree,"A portion of any profit made,A portion of any profit from people who profit from derivative works made using the model",,,Agree,Agree,Strongly agree,30-49,No,Male
2023-09-16 18:52:54,2023-09-16 19:03:16,R_1q7Csl2BWAhzOOG,Yes,"Paint,Drawing,Music ",,No,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly agree,Strongly disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Strongly disagree,Strongly agree,18 - 29,No,Non-binary
2023-09-16 20:10:19,2023-09-16 20:21:14,R_27pzrzsI0Y6fnTl,Somewhat,"Paint,Drawing,Writing ,Performance ",,Yes,No,AI art generally,I don't know,Agree,Agree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Neutral,Strongly agree,Agree,30-49,No,Non-binary
2023-09-16 20:21:43,2023-09-16 20:31:10,R_1NEzUPnLzvNdAs5,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ,Designer ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Agree,Strongly disagree,"A portion of any profit made,A portion of any profit from people who profit from derivative works made using the model,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Strongly agree,Disagree,30-49,No,Male
2023-09-16 20:35:32,2023-09-16 20:39:10,R_3jSf2zcOJPsbV9D,Somewhat,"Photography,Graphic design ,Illustration ",,Yes,Yes,"AI art generally,Text-to-image models",Yes,Strongly agree,Strongly agree,Strongly agree,"A portion of any profit made,A flat fee,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Strongly agree,Agree,30-49,No,Male
2023-09-15 11:26:44,2023-09-15 11:28:15,R_1otKF3gWgRME3GK,Yes,Prefer not to respond,,,,,,,,,,,,,,,,,
2023-09-15 11:30:24,2023-09-15 11:33:04,R_2QileXriDMy7kL2,,,,,,,,,,,,,,,,,,,
2023-09-15 12:26:56,2023-09-15 12:29:44,R_8Clj8Vm1aDG9a7L,Somewhat,Writing,,No,No,,,,,,,,,,,,,,
2023-09-15 12:32:09,2023-09-15 12:35:17,R_2WBuejH83mtKY5x,Somewhat,"Not an artist, but I am an art enthusiast  ,Other, please specify",Floral design.,Yes,No,AI art generally,No,,,,,,,,,,,,
2023-09-15 12:37:49,2023-09-15 12:39:20,R_1mxBMppn12teDbu,,,,,,,,,,,,,,,,,,,
2023-09-15 12:37:37,2023-09-15 12:41:36,R_2Bbok53nGN9UP6q,Somewhat,"Photography,Drawing,Graphic design ,Craft,Designer ,Architecture,Music ",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Agree,Neutral,Disagree,"A portion of any profit made,A flat fee",,,,,,,,
2023-09-15 12:49:58,2023-09-15 12:50:51,R_2pRby4AWbMEPRKM,,,,,,,,,,,,,,,,,,,
2023-09-15 12:52:39,2023-09-15 12:54:21,R_116hDV5PbDB8Jbr,Yes,,,,,,,,,,,,,,,,,,
2023-09-15 12:54:06,2023-09-15 12:55:57,R_ZjBfCfeywnJFudX,Somewhat,Prefer not to respond,,,,None of the above,No,Strongly disagree,Strongly agree,Neutral,,,,,,,,,
2023-09-15 13:03:18,2023-09-15 13:03:26,R_12nxD4dlbU2tmC6,,,,,,,,,,,,,,,,,,,
2023-09-15 13:02:37,2023-09-15 13:04:08,R_3iKm2jx1ke2dTED,Somewhat,"Drawing,Tattoo,Graphic design ,Sculpture ,Craft,Designer ,Jewelry ,Writing ,Music ",,Yes,No,,,,,,,,,,,,,,
2023-09-15 12:57:17,2023-09-15 13:04:51,R_cT3fzAkyLOVJR4d,Somewhat,"Photography,Graphic design ,Music ,Performance ",,No,No,Text-to-image models,Yes,Neutral,Neutral,Neutral,,,,,,,,,
2023-09-15 13:04:15,2023-09-15 13:05:28,R_2w0Hwu3lhz6tgGN,,,,,,,,,,,,,,,,,,,
2023-09-15 13:07:36,2023-09-15 13:07:52,R_DzRzVD4iEOJAVxL,Yes,,,,,,,,,,,,,,,,,,
2023-09-15 13:07:25,2023-09-15 13:08:09,R_3HozTbcq0wICkK6,Somewhat,"Paint,Drawing,Illustration ",,I’m not sure,Prefer not to respond,,,,,,,,,,,,,,
2023-09-15 13:08:30,2023-09-15 13:08:38,R_2aeQa6x8QTGrffY,,,,,,,,,,,,,,,,,,,
2023-09-15 13:21:40,2023-09-15 13:23:24,R_3hxXmrnqXB8poX4,Somewhat,"Photography,Drawing,Graphic design ",,No,No,,,,,,,,,,,,,,
2023-09-15 13:22:07,2023-09-15 13:23:31,R_R4TX49FL5tC0Cid,,,,,,,,,,,,,,,,,,,
2023-09-15 13:22:49,2023-09-15 13:25:17,R_1P14zOTjBI2mC9N,Somewhat,Drawing,,Yes,No,Text-to-image models,No,,,,,,,,,,,,
2023-09-16 18:49:44,2023-09-16 18:54:47,R_2TWP4d0d10TUqmE,Somewhat,"Not an artist, but I am an art enthusiast  ",,Yes,No,None of the above,No,,,,,,,,,,,,
2023-09-16 20:25:37,2023-09-16 20:25:52,R_3qsNR1Cdmnm3hTB,,,,,,,,,,,,,,,,,,,
2023-03-25 11:32:46,2023-03-25 11:38:58,R_2EtQw3uk6jXXKp6,Yes,"Photography,Drawing,Illustration ,Textile ,Cinematography ,Sculpture ,Performance ",,Yes,Yes,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Agree,Agree,Agree,A portion of any profit from people who profit from derivative works made using the model,,,Strongly agree,Neutral,Agree,30-49,No,Non-binary
2023-03-25 12:42:07,2023-03-25 12:47:44,R_2e8MLqUKHU9qswA,Yes,"Paint,Drawing,Craft,Maker,Performance ,Other, please specify",printmaking,Yes,Yes,"AI art generally,Text-to-image models",No,Strongly disagree,Neutral,Neutral,"A portion of any profit from people who profit from derivative works made using the model,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work,I would not feel comfortable with any of the options listed above",,"I'm not sure yet. I do think that if you are using someone else's work, there should be a financial contribution. I'm still learning about this",Strongly agree,Neutral,Agree,50-64,No,Female
2023-03-25 12:44:18,2023-03-25 12:48:29,R_3s4YrBz3KNhpBaE,Yes,"Other, please specify",intermedia,Yes,Yes,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly disagree,Strongly disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Neutral,Agree,50-64,No,Female
2023-03-25 13:21:47,2023-03-25 13:26:57,R_3jciIOg5US4tHUt,No,"Drawing,Not an artist, but I am an art enthusiast  ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Disagree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made From the model creators",,,Strongly agree,Agree,Disagree,18 - 29,No,Male
2023-03-25 14:44:13,2023-03-25 14:50:15,R_2RQbfZRc0Movh0g,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ,Sculpture ,Maker,Designer ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Disagree,Disagree,"I would donate the use of my artwork to train AI art models (no compensation),I don't need to profit,Other, please specify",I would only donate if my work was being used with other works to create something new,,Agree,Strongly agree,Disagree,18 - 29,No,Female
2023-03-25 15:47:08,2023-03-25 15:54:47,R_1r7hfeU1pyfjfRZ,Yes,"Paint,Drawing,Illustration ,Textile ,Sculpture ,Craft,Jewelry ",,Yes,Yes,AI art generally,No,Strongly disagree,Neutral,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Agree,Agree,30-49,No,Non-binary
2023-03-25 16:55:47,2023-03-25 17:15:32,R_2pK19CdgfBJgsYy,Yes,"Graphic design ,Designer ,Other, please specify",Data viz,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Neutral,Neutral,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model),Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,"Funnel it back into support the arts, but honestly so much is already fucked up with the system so let’s get it to housing ppl too",Strongly agree,Neutral,Neutral,30-49,No,Female
2023-03-25 18:29:02,2023-03-25 18:32:32,R_29n2dsyKRDkiMur,Somewhat,"Graphic design ,Designer ,Performance ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Agree,Disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made",,,Strongly agree,Neutral,Agree,30-49,No,Male
2023-03-26 8:58:53,2023-03-26 9:02:34,R_1kG06CGqMmymPfW,Yes,"Photography,Graphic design ,Sculpture ,Maker,Designer ,Performance ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Agree,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,Art Education,Strongly agree,Agree,Disagree,30-49,No,Male
2023-03-26 11:31:40,2023-03-26 11:39:17,R_3G95yAtqHVpCW8t,Yes,"Textile ,Sculpture ,Other, please specify",Data art,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Agree,Agree,Agree,I don't need to profit,,,Strongly agree,Strongly agree,Neutral,65 or older,No,Female
2023-03-26 20:30:17,2023-03-26 20:34:02,R_2cdDeoRIcqCBkxP,Yes,"Graphic design ,Writing ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly agree,Disagree,Strongly disagree,"I would donate the use of my artwork to train AI art models (no compensation),I don't need to profit",,,Strongly disagree,Strongly agree,Strongly disagree,30-49,Yes,Male
